anime_id,description
155908,"Within the narrow walls of the Outdoor Activities Club room, the few but lively members carry on the camping spirit as they have fun with DIY club experiments. Exciting experiences such as these have brought Nadeshiko Kagamihara deep into the world of camping, making her want to once again go on a solo trip.

However, other plans come first, as Ayano Toki and Rin Shima invite Nadeshiko to camp near Ooi River. Eager to go on their first journey together, the girls set off to forge precious memories that will stick with their hearts for years to come.

(Source: MAL Rewrite)"
12893,"The original gag comedy manga follows the humorous yet ""realistic"" everyday life of Tadakuni, Hidenori, Yoshitake, and other students at a boys' high school. 
This entry refers to the unaired episodes released on the DVDs and BDs. The pre-air specials were all included in the TV series and are not listed separately. Episode 4.5, an uncensored version of ""Danshi Koukousei to 100"" is also not counted.
Episode 1: High School Boys and Ideals 
Episode 2: High School Boys and Loneliness 
Episode 3: High School Boys and Zippers 
Episode 4: High School Boys and Tricks 
Episode 5: High School Boys and Hiccups 
Episode 6: High School Boys and Consideration"
179689,"In an alternate fantasy world, the Demon King reigns with a formidable army led by his Four Heavenly Kings. One happens to be Uchimura Denosuke, a normal salaryman unexpectedly plucked from his mundane life by the Demon King himself. But even in this new realm, Uchimura is bestowed no particular powers. Can he survive treacherous missions with only the knowledge of an office worker?

(Source: Crunchyroll)"
99725,"In Japan in the year 2035, an accident known as the ""Burst"" occurs during a research project, spawning an out-of-control artificial life form called ""Matter"" that has spread throughout the Kurobe Gorge. The research city that was once hailed as the hope for humanity is cordoned off by the government. Two years later, 15-year-old Aiko Tachibana, who lost her family in the Burst, learns something unbelievable from Yuya Kanzaki, a new student at her school. A secret is hidden within her body, and the answer to the puzzle lies at the ""Primary Point"" that was the center of the Burst. When boy meets girl with the fate of humanity in their hands, what new truth will come to light? 

(Source: Netflix)"
139825,"The second season of Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen.
Iska guards Sisbell, sparking Alice's jealousy. Amid a conspiracy, can they thwart personal disputes and war?
(Source: Crunchyroll News)"
20575,"Normal appearance, normal intelligence, normal in arts and sports... just normal. This is the entirely normal 14-year-old, Naru Sekiya. While she admires ""Heroines"" she continues to live a normal life until one moonlit night she meets a fairy. This foreign girl then guides her into the extraordinary world of the yosakoi dance.

(Source: Manga Time Kirara)"
150972,"Saint Cecilia is beloved by the townspeople—not only is she elegant and composed, she benevolently shares her wisdom with all who seek it. That is, until the last person has left—at which point she becomes totally hopeless! Only Pastor Lawrence, is keeping the Saint put together enough to do her duties...and though she may test him, it's all in a day's work!

(Source: Kodansha USA)"
20710,"The ""youthful bookstore comedy"" revolves around the folks who work in a manga shop deep in a certain ""Electric Town"" neighborhood. (""Denki-Gai"" or ""Electric Town"" is a popular name for shopping areas that specialize or used to specialize in electric and electronic items, like Tokyo's Akihabara.) The protagonist Umio works part-time at ""BOOKS Umanohone"" along with his senior at work (but not in age) Hiotan. As many dedicated manga fans visit the store, there is always something going on.

(Source: Anime News Network)"
136880,"It is a world where carnivores and herbivores coexist.

Following the battle with the culprit who devoured his classmate at school, Legoshi decides to drop out and begins living alone at Beast Apartments. Louis has entered a prestigious university and resolves to face his father, Oguma. Haru also deals with many struggles as she tries to enjoy campus life. 

Meanwhile, the city sees an increase of devouring incidents. The fangs of the heinous criminal who is pulling all the strings begin to close in on Legoshi and the others...
(Source: Netflix Anime)"
19021,"Summary of the first season of the show, as seen from Rikka's perspective with new elements."
21742,"The year is 1863, the tumultuous samurai era is coming to an end. Japan is split between the pro-shogunate and anti-shogunate factions. The fate of the world is threatened as an army of historical revisionists are sent from the future to alter the course of history. In order to bring these forces down and protect the real history, two sword warriors, spirits who are swords brought to life by Saniwa (sage), rush to Edo with a lively gang of warriors to confront the invaders."
2154,"Black and White are two orphans who roam the streets of Treasure Town, beating down any thug or yakuza who gets in their way. When mysterious foreign entrepreneurs appear with the intention of tearing down Treasure Town and replacing it with an amusement park, Black and White face their greatest adversaries yet. It is up to the destructive Black to save the fate of the city and up to the gentle White to save Black from his own dark nature."
127400,"The third season of World Trigger.

With Hyuse joining the Tamakoma Squad, the rank wars are continuing and the Tamakoma squad are striving to get selected for the Away Missions."
60,"The year is 1928 A.D. The place is New York, U.S.A. The economic prosperity brought forth after the Great War also heightened the presence of something far darker and much more sinister: the demonic Sinners. The Magdalene Order is an organization that tries to counter this force. Two of its exorcists are Rosette Christopher and her assistant, Chrono. Both appear out of place in an organization like this, and they are in a quest to find Rosette's missing brother, Joshua. Their relationships, secrets and fates can only be revealed in time...

(Source: Anime News Network)"
